frequency,traj_ids,source,avg_start_hour,time_entropy,peak_period,path_length,spatial_length,center_x,center_y,spatial_entropy,path,poi_types,dominant_poi,poi_entropy
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTJ"", ""NDTTT""]",20.24,0.439,night,5,0.078,116.315524,39.980127,2.493,"[115, 83, 0, 115, 83]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.722
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTJ"", ""NDTTT""]",20.24,0.439,night,6,0.108,116.318107,39.980513,2.503,"[115, 83, 0, 115, 83, 0]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.918
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTJ"", ""NDTTT""]",20.24,0.439,night,7,0.118,116.318547,39.980682,2.42,"[115, 83, 0, 115, 83, 0, 115]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.863
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTJ"", ""NDTTT""]",20.24,0.439,night,8,0.127,116.320107,39.980902,2.373,"[115, 83, 0, 115, 83, 0, 115, 0]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.954
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,9,0.137,116.320227,39.98099,2.295,"[115, 83, 0, 115, 83, 0, 115, 0, 115]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.918
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,10,0.147,116.321306,39.981135,2.244,"[115, 83, 0, 115, 83, 0, 115, 0, 115, 0]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.971
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,11,0.157,116.321295,39.981186,2.179,"[115, 83, 0, 115, 83, 0, 115, 0, 115, 0, 115]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.946
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,12,0.167,116.322106,39.98129,2.133,"[115, 83, 0, 115, 83, 0, 115, 0, 115, 0, 115, 0]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.98
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,12,0.177,116.319697,39.980871,2.366,"[115, 83, 0, 115, 83, 0, 115, 0, 115, 0, 115, 83]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.918
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,10,0.157,116.318415,39.980631,2.452,"[115, 83, 0, 115, 83, 0, 115, 0, 115, 83]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.881
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,11,0.186,116.319561,39.980796,2.418,"[115, 83, 0, 115, 83, 0, 115, 0, 115, 83, 0]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.946
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,12,0.196,116.319697,39.980871,2.366,"[115, 83, 0, 115, 83, 0, 115, 0, 115, 83, 0, 115]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.918
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTJ"", ""NDTTT""]",20.24,0.439,night,8,0.137,116.316492,39.980272,2.516,"[115, 83, 0, 115, 83, 0, 115, 83]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.811
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,9,0.166,116.318107,39.980513,2.503,"[115, 83, 0, 115, 83, 0, 115, 83, 0]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.918
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,10,0.176,116.318415,39.980631,2.452,"[115, 83, 0, 115, 83, 0, 115, 83, 0, 115]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.881
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,11,0.186,116.319561,39.980796,2.418,"[115, 83, 0, 115, 83, 0, 115, 83, 0, 115, 0]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.946
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,12,0.196,116.319697,39.980871,2.366,"[115, 83, 0, 115, 83, 0, 115, 83, 0, 115, 0, 115]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.918
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,11,0.196,116.316933,39.980338,2.518,"[115, 83, 0, 115, 83, 0, 115, 83, 0, 115, 83]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.845
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,12,0.225,116.318107,39.980513,2.503,"[115, 83, 0, 115, 83, 0, 115, 83, 0, 115, 83, 0]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.918
6,"[[35, 12], [35, 48], [35, 5], [35, 55], [35, 58], [35, 64]]","[""NDTTJ"", ""NDTTT"", ""TTHS""]",21.38,0.65,night,3,0.049,116.308951,40.003676,3.17,"[116, 1, 115]","[""体育休闲服务"", ""商务住宅"", ""风景名胜""]",风景名胜,1.585
5,"[[35, 48], [35, 5], [35, 55], [35, 58], [35, 64]]","[""NDTTJ"", ""NDTTT"", ""TTHS""]",21.31,0.722,night,4,0.059,116.314469,39.998368,3.5,"[116, 1, 115, 0]","[""体育休闲服务"", ""商务住宅"", ""科教文化服务"", ""风景名胜""]",风景名胜,2.0
4,"[[35, 22], [35, 34], [35, 36], [35, 65]]","[""NDTTJ"", ""NDTTT"", ""TTHS""]",18.03,0.811,night,3,0.041,116.309083,39.994787,3.17,"[116, 20, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",风景名胜,1.585
18,"[[35, 10], [35, 27], [35, 28], [35, 29], [35, 3], [35, 30], [35, 33], [35, 40], [35, 42], [35, 43], [35, 44], [35, 51], [35, 52], [35, 57], [35, 62], [35, 69], [35, 70], [35, 71]]","[""NDTTJ"", ""NDTTT"", ""TTHS""]",21.52,0.65,night,3,0.05,116.316323,39.992542,2.503,"[116, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",风景名胜,1.585
5,"[[35, 30], [35, 42], [35, 44], [35, 51], [35, 62]]","[""NDTTJ"", ""NDTTT"", ""TTHS""]",21.46,0.0,night,4,0.09,116.314469,39.998368,3.5,"[116, 115, 0, 1]","[""体育休闲服务"", ""商务住宅"", ""科教文化服务"", ""风景名胜""]",风景名胜,2.0
15,"[[35, 27], [35, 28], [35, 29], [35, 3], [35, 30], [35, 42], [35, 43], [35, 44], [35, 51], [35, 52], [35, 57], [35, 62], [35, 69], [35, 70], [35, 71]]","[""NDTTJ"", ""NDTTT""]",21.46,0.722,night,4,0.06,116.317539,39.98983,2.311,"[116, 115, 0, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.5
15,"[[35, 27], [35, 28], [35, 29], [35, 3], [35, 30], [35, 42], [35, 43], [35, 44], [35, 51], [35, 52], [35, 57], [35, 62], [35, 69], [35, 70], [35, 71]]","[""NDTTJ"", ""NDTTT""]",21.46,0.722,night,5,0.07,116.320236,39.988353,2.244,"[116, 115, 0, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.522
5,"[[35, 30], [35, 42], [35, 44], [35, 51], [35, 62]]","[""NDTTJ"", ""NDTTT""]",21.46,0.0,night,6,0.11,116.318348,39.992934,3.17,"[116, 115, 0, 115, 0, 1]","[""体育休闲服务"", ""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.918
15,"[[35, 27], [35, 28], [35, 29], [35, 3], [35, 30], [35, 42], [35, 43], [35, 44], [35, 51], [35, 52], [35, 57], [35, 62], [35, 69], [35, 70], [35, 71]]","[""NDTTJ"", ""NDTTT""]",21.46,0.722,night,6,0.08,116.320394,39.987242,2.109,"[116, 115, 0, 115, 0, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.459
15,"[[35, 27], [35, 28], [35, 29], [35, 3], [35, 30], [35, 42], [35, 43], [35, 44], [35, 51], [35, 52], [35, 57], [35, 62], [35, 69], [35, 70], [35, 71]]","[""NDTTJ"", ""NDTTT""]",21.46,0.722,night,7,0.089,116.321913,39.986557,2.04,"[116, 115, 0, 115, 0, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.449
5,"[[35, 30], [35, 42], [35, 44], [35, 51], [35, 62]]","[""NDTTJ"", ""NDTTT""]",21.46,0.0,night,8,0.129,116.320287,39.990218,2.873,"[116, 115, 0, 115, 0, 115, 0, 1]","[""体育休闲服务"", ""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.811
15,"[[35, 27], [35, 28], [35, 29], [35, 3], [35, 30], [35, 42], [35, 43], [35, 44], [35, 51], [35, 52], [35, 57], [35, 62], [35, 69], [35, 70], [35, 71]]","[""NDTTJ"", ""NDTTT""]",21.46,0.722,night,8,0.099,116.321822,39.985949,1.949,"[116, 115, 0, 115, 0, 115, 0, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.406
15,"[[35, 27], [35, 28], [35, 29], [35, 3], [35, 30], [35, 42], [35, 43], [35, 44], [35, 51], [35, 52], [35, 57], [35, 62], [35, 69], [35, 70], [35, 71]]","[""NDTTT""]",21.46,0.722,night,9,0.109,116.322844,39.985559,1.895,"[116, 115, 0, 115, 0, 115, 0, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.392
5,"[[35, 30], [35, 42], [35, 44], [35, 51], [35, 62]]","[""NDTTT""]",21.46,0.0,night,10,0.149,116.321451,39.988588,2.644,"[116, 115, 0, 115, 0, 115, 0, 115, 0, 1]","[""体育休闲服务"", ""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.722
15,"[[35, 27], [35, 28], [35, 29], [35, 3], [35, 30], [35, 42], [35, 43], [35, 44], [35, 51], [35, 52], [35, 57], [35, 62], [35, 69], [35, 70], [35, 71]]","[""NDTTT""]",21.46,0.722,night,10,0.119,116.322679,39.985173,1.83,"[116, 115, 0, 115, 0, 115, 0, 115, 0, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.361
15,"[[35, 27], [35, 28], [35, 29], [35, 3], [35, 30], [35, 42], [35, 43], [35, 44], [35, 51], [35, 52], [35, 57], [35, 62], [35, 69], [35, 70], [35, 71]]","[""NDTTT""]",21.46,0.722,night,11,0.129,116.323437,39.984924,1.788,"[116, 115, 0, 115, 0, 115, 0, 115, 0, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.349
5,"[[35, 30], [35, 42], [35, 44], [35, 51], [35, 62]]","[""NDTTT""]",21.46,0.0,night,12,0.169,116.322227,39.987501,2.467,"[116, 115, 0, 115, 0, 115, 0, 115, 0, 115, 0, 1]","[""体育休闲服务"", ""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.65
15,"[[35, 27], [35, 28], [35, 29], [35, 3], [35, 30], [35, 42], [35, 43], [35, 44], [35, 51], [35, 52], [35, 57], [35, 62], [35, 69], [35, 70], [35, 71]]","[""NDTTT""]",21.46,0.722,night,12,0.139,116.32325,39.984655,1.739,"[116, 115, 0, 115, 0, 115, 0, 115, 0, 115, 0, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.325
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,12,0.175,116.321214,39.987305,2.133,"[116, 115, 0, 115, 0, 115, 0, 115, 0, 115, 0, 116]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.483
7,"[[35, 28], [35, 30], [35, 43], [35, 52], [35, 57], [35, 70], [35, 71]]","[""NDTTT""]",21.43,0.863,night,11,0.142,116.324526,39.984194,2.543,"[116, 115, 0, 115, 0, 115, 0, 115, 0, 115, 40]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.322
6,"[[35, 27], [35, 29], [35, 44], [35, 57], [35, 62], [35, 71]]","[""NDTTT""]",21.43,0.0,night,11,0.139,116.320809,39.984466,2.543,"[116, 115, 0, 115, 0, 115, 0, 115, 0, 115, 83]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.322
6,"[[35, 27], [35, 29], [35, 44], [35, 57], [35, 62], [35, 71]]","[""NDTTT""]",21.43,0.0,night,12,0.168,116.32166,39.984298,2.467,"[116, 115, 0, 115, 0, 115, 0, 115, 0, 115, 83, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.325
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,10,0.155,116.320236,39.988353,2.244,"[116, 115, 0, 115, 0, 115, 0, 115, 0, 116]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.522
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,11,0.195,116.320322,39.987747,2.179,"[116, 115, 0, 115, 0, 115, 0, 115, 0, 116, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.495
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,12,0.205,116.321214,39.987305,2.133,"[116, 115, 0, 115, 0, 115, 0, 115, 0, 116, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.483
7,"[[35, 28], [35, 30], [35, 43], [35, 52], [35, 57], [35, 70], [35, 71]]","[""NDTTT""]",21.43,0.863,night,9,0.122,116.324175,39.984667,2.739,"[116, 115, 0, 115, 0, 115, 0, 115, 40]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.352
6,"[[35, 27], [35, 29], [35, 44], [35, 57], [35, 62], [35, 71]]","[""NDTTT""]",21.43,0.0,night,9,0.119,116.319632,39.984999,2.739,"[116, 115, 0, 115, 0, 115, 0, 115, 83]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.352
6,"[[35, 27], [35, 29], [35, 44], [35, 57], [35, 62], [35, 71]]","[""NDTTT""]",21.43,0.0,night,10,0.148,116.320771,39.984744,2.644,"[116, 115, 0, 115, 0, 115, 0, 115, 83, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.361
6,"[[35, 27], [35, 29], [35, 44], [35, 57], [35, 62], [35, 71]]","[""NDTTT""]",21.43,0.0,night,11,0.158,116.320809,39.984466,2.543,"[116, 115, 0, 115, 0, 115, 0, 115, 83, 0, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.322
6,"[[35, 27], [35, 29], [35, 44], [35, 57], [35, 62], [35, 71]]","[""NDTTT""]",21.43,0.0,night,12,0.168,116.32166,39.984298,2.467,"[116, 115, 0, 115, 0, 115, 0, 115, 83, 0, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.325
6,"[[35, 27], [35, 29], [35, 44], [35, 57], [35, 62], [35, 71]]","[""NDTTT""]",21.43,0.0,night,12,0.178,116.319251,39.983878,2.825,"[116, 115, 0, 115, 0, 115, 0, 115, 83, 0, 115, 83]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.281
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTJ"", ""NDTTT""]",21.43,0.811,night,8,0.136,116.318768,39.989924,2.373,"[116, 115, 0, 115, 0, 115, 0, 116]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.561
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,9,0.176,116.319037,39.989009,2.295,"[116, 115, 0, 115, 0, 115, 0, 116, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.53
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,10,0.186,116.320236,39.988353,2.244,"[116, 115, 0, 115, 0, 115, 0, 116, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.522
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,11,0.195,116.320322,39.987747,2.179,"[116, 115, 0, 115, 0, 115, 0, 116, 115, 0, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.495
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,12,0.205,116.321214,39.987305,2.133,"[116, 115, 0, 115, 0, 115, 0, 116, 115, 0, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.483
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,11,0.232,116.318101,39.990638,2.418,"[116, 115, 0, 115, 0, 115, 0, 116, 115, 0, 116]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.573
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,12,0.272,116.318359,39.989892,2.366,"[116, 115, 0, 115, 0, 115, 0, 116, 115, 0, 116, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.555
7,"[[35, 28], [35, 30], [35, 43], [35, 52], [35, 57], [35, 70], [35, 71]]","[""NDTTJ"", ""NDTTT""]",21.43,0.863,night,7,0.103,116.323623,39.985409,2.991,"[116, 115, 0, 115, 0, 115, 40]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.379
6,"[[35, 27], [35, 29], [35, 44], [35, 57], [35, 62], [35, 71]]","[""NDTTJ"", ""NDTTT""]",21.43,0.0,night,7,0.099,116.317782,39.985837,2.991,"[116, 115, 0, 115, 0, 115, 83]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.379
6,"[[35, 27], [35, 29], [35, 44], [35, 57], [35, 62], [35, 71]]","[""NDTTJ"", ""NDTTT""]",21.43,0.0,night,8,0.128,116.319437,39.985413,2.873,"[116, 115, 0, 115, 0, 115, 83, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.406
6,"[[35, 27], [35, 29], [35, 44], [35, 57], [35, 62], [35, 71]]","[""NDTTT""]",21.43,0.0,night,9,0.138,116.319632,39.984999,2.739,"[116, 115, 0, 115, 0, 115, 83, 0, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.352
6,"[[35, 27], [35, 29], [35, 44], [35, 57], [35, 62], [35, 71]]","[""NDTTT""]",21.43,0.0,night,10,0.148,116.320771,39.984744,2.644,"[116, 115, 0, 115, 0, 115, 83, 0, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.361
6,"[[35, 27], [35, 29], [35, 44], [35, 57], [35, 62], [35, 71]]","[""NDTTT""]",21.43,0.0,night,11,0.158,116.320809,39.984466,2.543,"[116, 115, 0, 115, 0, 115, 83, 0, 115, 0, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.322
6,"[[35, 27], [35, 29], [35, 44], [35, 57], [35, 62], [35, 71]]","[""NDTTT""]",21.43,0.0,night,12,0.168,116.32166,39.984298,2.467,"[116, 115, 0, 115, 0, 115, 83, 0, 115, 0, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.325
6,"[[35, 27], [35, 29], [35, 44], [35, 57], [35, 62], [35, 71]]","[""NDTTT""]",21.43,0.0,night,12,0.178,116.319251,39.983878,2.825,"[116, 115, 0, 115, 0, 115, 83, 0, 115, 0, 115, 83]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.281
6,"[[35, 27], [35, 29], [35, 44], [35, 57], [35, 62], [35, 71]]","[""NDTTT""]",21.43,0.0,night,10,0.158,116.31788,39.98424,3.003,"[116, 115, 0, 115, 0, 115, 83, 0, 115, 83]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.295
6,"[[35, 27], [35, 29], [35, 44], [35, 57], [35, 62], [35, 71]]","[""NDTTT""]",21.43,0.0,night,11,0.187,116.319075,39.984077,2.919,"[116, 115, 0, 115, 0, 115, 83, 0, 115, 83, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.322
6,"[[35, 27], [35, 29], [35, 44], [35, 57], [35, 62], [35, 71]]","[""NDTTT""]",21.43,0.0,night,12,0.197,116.319251,39.983878,2.825,"[116, 115, 0, 115, 0, 115, 83, 0, 115, 83, 0, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.281
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTJ"", ""NDTTT""]",21.43,0.811,night,6,0.116,116.316323,39.992542,2.503,"[116, 115, 0, 115, 0, 116]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",风景名胜,1.585
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTJ"", ""NDTTT""]",21.43,0.811,night,7,0.156,116.317018,39.990992,2.42,"[116, 115, 0, 115, 0, 116, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.557
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTJ"", ""NDTTT""]",21.43,0.811,night,8,0.166,116.318768,39.989924,2.373,"[116, 115, 0, 115, 0, 116, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.561
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,9,0.176,116.319037,39.989009,2.295,"[116, 115, 0, 115, 0, 116, 115, 0, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.53
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,10,0.186,116.320236,39.988353,2.244,"[116, 115, 0, 115, 0, 116, 115, 0, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.522
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,11,0.195,116.320322,39.987747,2.179,"[116, 115, 0, 115, 0, 116, 115, 0, 115, 0, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.495
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,12,0.205,116.321214,39.987305,2.133,"[116, 115, 0, 115, 0, 116, 115, 0, 115, 0, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.483
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,11,0.232,116.318101,39.990638,2.418,"[116, 115, 0, 115, 0, 116, 115, 0, 115, 0, 116]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.573
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,12,0.272,116.318359,39.989892,2.366,"[116, 115, 0, 115, 0, 116, 115, 0, 115, 0, 116, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.555
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,9,0.212,116.316323,39.992542,2.503,"[116, 115, 0, 115, 0, 116, 115, 0, 116]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",风景名胜,1.585
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,10,0.252,116.316809,39.991457,2.452,"[116, 115, 0, 115, 0, 116, 115, 0, 116, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.571
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,11,0.262,116.318101,39.990638,2.418,"[116, 115, 0, 115, 0, 116, 115, 0, 116, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.573
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,12,0.272,116.318359,39.989892,2.366,"[116, 115, 0, 115, 0, 116, 115, 0, 116, 115, 0, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.555
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,12,0.308,116.316323,39.992542,2.503,"[116, 115, 0, 115, 0, 116, 115, 0, 116, 115, 0, 116]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",风景名胜,1.585
7,"[[35, 28], [35, 30], [35, 43], [35, 52], [35, 57], [35, 70], [35, 71]]","[""NDTTJ"", ""NDTTT""]",21.43,0.863,night,5,0.083,116.32263,39.986746,3.293,"[116, 115, 0, 115, 40]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.371
6,"[[35, 27], [35, 29], [35, 44], [35, 57], [35, 62], [35, 71]]","[""NDTTJ"", ""NDTTT""]",21.43,0.0,night,5,0.079,116.314453,39.987345,3.293,"[116, 115, 0, 115, 83]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.371
6,"[[35, 27], [35, 29], [35, 44], [35, 57], [35, 62], [35, 71]]","[""NDTTJ"", ""NDTTT""]",21.43,0.0,night,6,0.109,116.317215,39.986528,3.17,"[116, 115, 0, 115, 83, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.459
